SYMBOL, SERIES,DATE, PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ICIL, EQ, 04-Nov-2022,132.3,133,139.4,132.6,136.25,135.85,136.49,420874,574.43,6862,183830,43.68
ICRA, EQ, 04-Nov-2022,4112.8,4112.8,4143.95,4077.3,4082,4095.8,4114.6,8757,360.32,615,7823,89.33
IDBI, EQ, 04-Nov-2022,44.5,44.8,46,44.5,45.2,45.3,45.39,12181792,5529.45,19333,4841410,39.74
IDBIGOLD, EQ, 04-Nov-2022,4616,4656.8,4656.8,4626.8,4627,4639.75,4640.38,28,1.3,25,16,57.14
IDEA, EQ, 04-Nov-2022,8.55,8.5,8.55,8.3,8.45,8.4,8.4,99003627,8315.18,129836,31529853,31.85
IDFC, EQ, 04-Nov-2022,78.1,78.15,79.2,77.35,78.8,78.85,78.29,6237576,4883.55,23698,1861517,29.84
IDFCFIRSTB, EQ, 04-Nov-2022,57.2,57.25,57.65,56.8,57.2,57.15,57.13,29045358,16594.96,53789,7892395,27.17
IDFNIFTYET, EQ, 04-Nov-2022,191.04,192.16,192.37,191.23,192.03,192.02,191.99,83,0.16,11,66,79.52
IEX, EQ, 04-Nov-2022,143.95,142.45,143.4,140.5,141.7,141.85,141.79,4282449,6071.89,39859,1440668,33.64
IFBAGRO, EQ, 04-Nov-2022,578.15,578.2,589.7,566.05,581,577.05,576.03,8614,49.62,492,5414,62.85
IFBIND, EQ, 04-Nov-2022,938.8,943.5,946.3,925,935,930.8,938.04,11048,103.63,3107,3127,28.3
IFCI, EQ, 04-Nov-2022,11.1,11.25,11.4,10.85,11.1,11.1,11.11,10559610,1173.19,6969,3421039,32.4
IFCI, NH, 04-Nov-2022,1099.99,1091,1094.9,1090.5,1094.9,1092.47,1091.7,935,10.21,35,917,98.07
IFCI, NL, 04-Nov-2022,1073,1074,1074,1070,1073,1073,1070.55,71,0.76,5,71,100
IFGLEXPOR, EQ, 04-Nov-2022,249.2,252.8,252.8,248.55,252,251.75,250.38,10137,25.38,260,7441,73.4
IGARASHI, EQ, 04-Nov-2022,402.35,402.6,408,397.6,399,398.95,401.69,30177,121.22,2589,16411,54.38
IGL, EQ, 04-Nov-2022,419.65,421.2,421.7,415.5,419.25,420.3,418.45,1372420,5742.93,18491,319535,23.28
IGPL, EQ, 04-Nov-2022,519.2,515.2,522.35,415.4,517.5,511.4,508.27,85681,435.49,3798,58641,68.44
IIFCL, N1, 04-Nov-2022,1205.6,1220.4,1220.4,1220.4,1220.4,1220.4,1220.4,8100,98.85,1,8100,100
IIFCL, N2, 04-Nov-2022,1199,1154.8,1160,1125,1155,1155,1152.47,1694,19.52,21,1694,100
IIFL, EQ, 04-Nov-2022,410.7,412.95,414.5,408,412,410.95,410.44,262266,1076.43,5673,91663,34.95
IIFL, N6, 04-Nov-2022,1052,1012.21,1027.01,1012.21,1027.01,1027.01,1026.23,19,0.19,3,19,100
IIFL, N7, 04-Nov-2022,1076,1021.01,1053,1021.01,1053,1053,1051.55,22,0.23,2,22,100
IIFL, N9, 04-Nov-2022,1000.1,1001,1010,1001,1010,1010,1008.62,181,1.83,6,181,100
IIFL, NA, 04-Nov-2022,1345,1349,1349,1349,1349,1349,1349,301,4.06,2,301,100
IIFL, NC, 04-Nov-2022,842.8,1010,1010,1010,1010,1010,1010,1,0.01,1,1,100
IIFL, NE, 04-Nov-2022,1032.05,1020.01,1020.01,1020.01,1020.01,1020.01,1020.01,3,0.03,3,3,100
IIFL, NF, 04-Nov-2022,1002,1001,1003.98,1000,1003.98,1003.98,1001.26,1457,14.59,32,1279,87.78
IIFL, NG, 04-Nov-2022,1040,1040,1040,1040,1040,1040,1040,800,8.32,4,800,100
IIFL, NH, 04-Nov-2022,1000,1000,1000,999,1000,1000,999.85,59,0.59,5,59,100
IIFL, NI, 04-Nov-2022,1052.2,1052.2,1052.2,1052.2,1052.2,1052.2,1052.2,2,0.02,1,2,100
IIFL, NK, 04-Nov-2022,1035,1030,1030,1030,1030,1030,1030,10,0.1,1,10,100
IIFL, NL, 04-Nov-2022,995,998,998,985,988,988,987.81,118,1.17,6,118,100
IIFL, NM, 04-Nov-2022,942.01,980,985,946,950,950,983.08,116,1.14,11,115,99.14
IIFLSEC, EQ, 04-Nov-2022,70.25,70.75,71.5,70.2,70.9,70.6,70.81,199038,140.94,3005,84486,42.45
IIFLWAM, EQ, 04-Nov-2022,1846.3,1850,1850,1801.95,1805,1818,1824.36,6655,121.41,2594,3402,51.12
IIHFL, N4, 04-Nov-2022,994.29,994.29,999.29,994.29,997,997,996.22,777,7.74,16,536,68.98
IIHFL, N5, 04-Nov-2022,999.64,999.2,1002.5,999.2,1002.5,1001.45,1000.71,1729,17.3,3246010,61.13,
KRBL, EQ, 04-Nov-2022,383.7,385,386.55,378.75,383.35,382.95,381.8,365454,1395.31,8823,165733,45.35
KREBSBIO, EQ, 04-Nov-2022,113.7,115.3,115.3,113.1,114,114.05,114.13,4020,4.59,150,2836,70.55
KRIDHANINF, EQ, 04-Nov-2022,3.55,3.5,3.6,3.5,3.5,3.5,3.52,34979,1.23,84,26510,75.79
KRISHANA, EQ, 04-Nov-2022,362.05,365.9,369.9,355.1,368.9,368.9,365.61,29748,108.76,1052,21642,72.75
KRISHNADEF, SM, 04-Nov-2022,92.25,97.4,101.45,97.4,101.45,101.45,100.03,66000,66.02,20,66000,100
KRITI, EQ, 04-Nov-2022,90,89.05,90.7,88.55,90.25,90.15,89.9,25902,23.29,644,21433,82.75
KRITIKA, EQ, 04-Nov-2022,16.8,16.8,17.15,16.5,16.7,16.7,16.77,239829,40.22,1379,170758,71.2
KRITINUT, EQ, 04-Nov-2022,51.25,51.3,51.8,50.8,51.45,51.1,51.09,16252,8.3,347,12226,75.23
KRSNAA, EQ, 04-Nov-2022,481.5,481.5,489.5,481.5,484,483.4,485.22,30104,146.07,2523,21357,70.94
KSB, EQ, 04-Nov-2022,1915.7,1925.3,1925.3,1800,1837,1833.15,1851.38,39355,728.61,6692,16646,42.3
KSCL, EQ, 04-Nov-2022,478.4,473.05,485.95,473.05,482.3,483.1,482.87,75122,362.74,4234,47811,63.64
KSHITIJPOL, BE, 04-Nov-2022,70.8,67.3,67.3,67.3,67.3,67.3,67.3,129339,87.05,1815, -, -
KSL, EQ, 04-Nov-2022,296.2,297.65,298,295,298,297.45,296.88,14986,44.49,853,8526,56.89
KSOLVES, EQ, 04-Nov-2022,470.8,465.1,486,465.1,478.75,479.55,477.47,54100,258.31,4535,34135,63.1
KTKBANK, EQ, 04-Nov-2022,120.45,119.85,143,118.25,136.9,138.2,132.79,67305656,89378.46,220398,7668268,11.39
KUANTUM, EQ, 04-Nov-2022,150.65,151.7,159.2,150.65,157.5,156.8,154.35,568900,878.11,5323,108458,19.06
L&TFH, EQ, 04-Nov-2022,82.35,82.8,83.1,81.4,81.65,81.75,82.05,5260659,4316.42,14793,1339868,25.47
L&TFINANCE, NC, 04-Nov-2022,1070,1072.05,1079.95,1072.05,1079.95,1079.95,1077.32,150,1.62,4,150,100
L&TFINANCE, NE, 04-Nov-2022,1031,1044,1044,1044,1044,1044,1044,1,0.01,1,1,100
L&TFINANCE, NI, 04-Nov-2022,1110,1110,1110,1110,1110,1110,1110,200,2.22,3,200,100
L&TFINANCE, NU, 04-Nov-2022,1100.06,1100.1,1106,1100.1,1104.53,1104.93,1103.93,52,0.57,6,52,100
L&TFINANCE, NY, 04-Nov-2022,1072,1072,1072,1070.7,1070.7,1070.7,1071.75,13,0.14,3,13,100
L&TFINANCE, Y1, 04-Nov-2022,1263,1262.01,1262.01,1252,1253.1,1256.21,1255.33,7588,95.25,74,7498,98.81
L&TFINANCE, Y3, 04-Nov-2022,1005,1005,1005,1002,1002,1002,1004.5,12,0.12,2,12,100
L&TFINANCE, Y5, 04-Nov-2022,1097.65,1087,1094.75,1085.1,1092.99,1092.99,1088.12,410,4.46,18,300,73.17
L&TFINANCE, Y7, 04-Nov-2022,1035,1034.95,1034.95,1021.55,1025,1025,1025.99,330,3.39,5,330,100
LAGNAM, EQ, 04-Nov-2022,67.25,67,67.95,66,67.75,67.75,67.53,5907,3.99,194,3836,64.94
LAKPRE, BZ, 04-Nov-2022,6.25,6,6.55,6,6.1,6.1,6.47,3783,0.24,10, -, -
LALPATHLAB, EQ, 04-Nov-2022,2616.85,2603,2618.2,2552,2574.35,2578.45,2579.57,123954,3197.48,13162,35624,28.74
LAMBODHARA, EQ, 04-Nov-2022,91.05,92,92.9,88.15,92.3,91.45,91.58,26087,23.89,517,10302,39.49
LANCER, EQ, 04-Nov-2022,450.45,461.7,499,455.3,496.8,484.9,472.22,437179,2064.44,14803,161360,36.91
LAOPALA, EQ, 04-Nov-2022,398.45,400.45,414.35,398.5,410,410.55,407.98,464348,1894.44,17850,181064,38.99
LASA, EQ, 04-Nov-2022,33.25,33.5,34.05,33.45,33.5,33.65,33.64,34673,11.67,250,24467,70.56
LATENTVIEW, EQ, 04-Nov-2022,390.35,393.7,398.5,389.05,391.8,391.4,393.3,276723,1088.34,10685,103364,37.35
LAURUSLABS, EQ, 04-Nov-2022,477.95,478,480,462.5,465.55,464.9,466.28,1503509,7010.52,27468,770267,51.23
LAXMICOT, EQ, 04-Nov-2022,23.6,23.9,23.9,23.25,23.55,23.4,23.44,7732,1.81,70,5428,70.2
LAXMIMACH, EQ, 04-Nov-2022,12977.5,12981,13080,12922.6,13020,13046.7,13017.74,2113,275.06,908,948,44.87
LCCINFOTEC, EQ, 04-Nov-2022,2.5,2.5,2.6,2.45,2.5,2.55,2.52,167988,4.23,170,131763,78.44
LEMERITE, SM, 04-Nov-2022,63.9,64.95,64.95,63.25,63.5,63.55,64.29,43200,27.77,21,38400,88.89
LEMONTREE, EQ, 04-Nov-2022,93.3,93.65,95,91.85,92.95,93.3,93.87,8462593,7943.51,39872,3310405,39.12
LFIC, EQ, 04-Nov-2022,103.05,102.55,105,102.55,104.9,103.5,103.82,1047,1.09,39,710,67.81
LGBBROSLTD, EQ, 04-Nov-2022,730.8,731,740,728,729,729.5,732.92,47381,347.27,2951,22898,48.33
LGBFORGE, BE, 04-Nov-2022,10.3,10.45,10.45,10.1,10.3,10.3,10.24,116012,11.88,179, -, -
LIBAS, EQ, 04-Nov-2022,22.45,22.15,22.45,21,22,22,21.81,531468,115.91,1915,381852,71.85
LIBERTSHOE, EQ, 04-Nov-2022,300.85,293.9,297.85,285.85,288,287.05,288.01,328220,945.3,5146,150327,45.8
LICHSGFIN, EQ, 04-Nov-2022,369.9,369.9,375.8,362.4,371.9,372.35,369.42,4621698,17073.3,51436,1424912,30.83
LICI, EQ, 04-Nov-2022,625.65,628,630.9,626.3,626.95,628.05,628,662123,4158.16,22570,329751,49.8
LICNETFGSC, EQ, 04-Nov-2022,22.21,22.15,22.6,22.15,22.29,22.33,22.36,2908,0.65,79,1559,53.61
LICNETFN50, EQ, 04-Nov-2022,193.78,190.16,194.75,190.16,194.7,194.48,193.71,1149,2.23,62,930,80.94
LICNETFSEN, EQ, 04-Nov-2022,661.79,661.01,661.99,657.99,658.49,659.1,659.38,136,0.9,27,62,45.59
LICNFNHGP, EQ, 04-Nov-2022,194.36,194.3,197.54,194.08,195.01,194.89,195.34,1260,2.46,47,630,50
LIKHITHA, EQ, 04-Nov-2022,390.7,397.3,397.3,390.05,392.95,392.4,393.04,73084,287.25,2489,34401,47.07
LINC, EQ, 04-Nov-2022,269.2,266.55,281.95,262,274.4,275.15,269.27,10902,29.36,588,7134,65.44
LINCOLN, EQ, 04-Nov-2022,298.55,294.65,301.75,294.65,300.75,300.5,299.36,18207,54.51,994,12458,68.42
LINDEINDIA, EQ, 04-Nov-2022,3075.6,3091,3128.5,3070,3079,3080.35,3090.26,16086,497.1,3101,7795,48.46
LIQUIDBEES, EQ, 04-Nov-2022,1000,1000.01,1000.01,999.99,1000.01,1000,1000,1522296,15222.97,8848,1149484,75.51
LIQUIDETF, EQ, 04-Nov-2022,1000,1000.01,1000.01,999.99,1000,1000,1000,25176,251.76,103,14674,58.29
LLOYDS, SM, 04-Nov-2022,48.75,50,50,48.9,48.9,48.9,49.83,39000,19.43,7,39000,100
LODHA, EQ, 04-Nov-2022,956.7,956.7,963.15,942,952.15,948.35,948.05,274569,2603.05,6723,131133,47.76
LOKESHMACH, BE, 04-Nov-2022,111,112.45,112.45,107.5,110.65,109.6,108.99,21215,23.12,282, -, -
LOTUSEYE, EQ, 04-Nov-2022,68.45,68.55,72,67.5,71.3,70.65,70.2,12004,8.43,226,6659,55.47
LOVABLE, EQ, 04-Nov-2022,144.7,145.95,149.85,145.15,148.1,149.05,148.84,34360,51.14,1037,15728,45.77
LOYALTEX, EQ, 04-Nov-2022,801.7,791.9,824,777.95,814.5,815.65,809.77,1083,8.77,135,839,77.47
LPDC, EQ, 04-Nov-2022,5.95,6.25,6.25,5.9,6,6,6,18787,1.13,107,10028,53.38
LSIL, EQ, 04-Nov-2022,13.3,13.4,13.4,13.2,13.35,13.3,13.3,1210951,161.03,2489,745848,61.59
LT, EQ, 04-Nov-2022,2008.7,2010,2029.35,2004.75,2015,2015.1,2015.3,2312753,46608.82,57040,1778712,76.91
LTGILTBEES, EQ, 04-Nov-2022,22.6,22.54,22.59,22.4,22.49,22.44,22.5,37324,8.4,147,27562,73.85
LTI, EQ, 04-Nov-2022,4839,4815,4832.7,4750.55,4811,4806.9,4779.79,210847,10078.05,17219,97519,46.25
LTTS, EQ, 04-Nov-2022,3624,3599,3636,3575,3627,3626.95,3598.34,215134,7741.26,18830,118874,55.26
LUMAXIND, EQ, 04-Nov-2022,1513.3,1511.95,1528.3,1500.2,1520,1518.6,1514.51,6489,98.28,2714,2711,41.78
LUMAXTECH, EQ, 04-Nov-2022,243.2,243.2,246.5,238.35,239.65,241.1,241.85,109120,263.91,4130,60280,55.24
LUPIN, EQ, 04-Nov-2022,712.15,714,716.3,702.5,709.8,710.65,708.75,790358,5601.68,21724,197327,24.97
LUXIND, EQ, 04-Nov-2022,1730.85,1737.8,1738.95,1720,1724,1724.2,1726.9,29111,502.72,3883,19053,65.45
LXCHEM, EQ, 04-Nov-2022,315.7,316.45,316.8,313,314,313.8,314.51,321193,1010.18,12088,191558,59.64
LYKALABS, EQ, 04-Nov-2022,143.55,144,144,141.2,142.5,142.05,142.41,136273,194.07,2014,77117,56.59
LYPSAGEMS, EQ, 04-Nov-2022,7.3,8,8,7,7.65,7.35,7.46,278854,20.8,827,151930,54.48
M&M, EQ, 04-Nov-2022,1335.4,1338,1352,1331,1340,1338.3,1337.24,2204968,29485.73,55295,1380366,62.6
M&MFIN, EQ, 04-Nov-2022,219.9,216,219.9,214.75,217.5,218.1,217.12,8381114,18196.73,46129,1573653,18.78
M&MFIN, N1, 04-Nov-2022,1050,1062,1062,1060,1060,1060,1060.44,9,0.1,2,9,100
M&MFIN, N2, 04-Nov-2022,1065.01,1064.16,1065,1021,1065,1065,1054.63,165,1.74,11,150,90.91
M&MFIN, N3, 04-Nov-2022,1835,1836,1836,1836,1836,1836,1836,75,1.38,1,75,100
MAANALU, EQ, 04-Nov-2022,188.45,190.9,193.45,175.6,180,177.55,184.11,78639,144.78,3551,40374,51.34
MACPOWER, EQ, 04-Nov-2022,399.35,395.15,404,395.15,402,402.55,401.37,23320,93.6,1994,14563,62.45
MADHAV, EQ, 04-Nov-2022,43.05,43.85,44.2,43.05,43.8,43.85,43.79,5511,2.41,108,4525,82.11
MADHUCON, BE, 04-Nov-2022,5.8,5.75,5.8,5.65,5.75,5.75,5.75,22181,1.27,64, -, -
MADRASFERT, EQ, 04-Nov-2022,48.5,48.95,49.4,48.35,48.8,48.7,48.84,186625,91.15,1086,104301,55.89
MAESGETF, EQ, 04-Nov-2022,29.96,30.04,30.14,29.9,30.05,30,29.95,108304,32.44,73,105022,96.97
MAFANG, EQ, 04-Nov-2022,35.61,35.41,36.99,34.66,34.99,34.87,35.11,3341334,1173.19,8446,2154814,64.49
MAFSETF, EQ, 04-Nov-2022,18.73,18.9,18.9,18.65,18.76,18.75,18.71,38865,7.27,432,24282,62.48
MAGADSUGAR, EQ, 04-Nov-2022,290.9,294,294.05,288.2,290,290.05,290.04,6659,19.31,449,4931,74.05
MAGNUM, EQ, 04-Nov-2022,17.65,17.9,18.1,17.15,17.7,17.6,17.67,201406,35.59,826,106529,52.89
MAHABANK, EQ, 04-Nov-2022,21.1,21.3,23.15,21.25,22.6,22.75,22.59,46992227,10617.58,45694,19117370,40.68
MAHAPEXLTD, BE, 04-Nov-2022,93.65,98.3,98.3,98.3,98.3,98.3,98.3,1604,1.58,17, -, -
MAHASTEEL, EQ, 04-Nov-2022,68.7,68,69.95,66.45,69.05,69.45,68.33,21072,14.4,294,10447,49.58
MAHEPC, EQ, 04-Nov-2022,96.05,96.95,97,95.25,96.9,96.55,96.46,19934,19.23,515,13269,66.56
MAHESHWARI, EQ, 04-Nov-2022,78.55,79.3,80,77.4,77.55,78.1,78.54,16515,12.97,272,9150,55.4
MAHINDCIE, EQ, 04-Nov-2022,298.7,299.85,309,299,302.55,302.3,303.68,628235,1907.85,11213,260403,41.45
MAHKTECH, EQ, 04-Nov-2022,11.02,11.49,11.76,11.32,11.54,11.54,11.57,3241006,375.04,2294,2621366,80.88
MAHLIFE, EQ, 04-Nov-2022,407.3,406,408.2,395,406,405.65,402.53,235567,948.22,10249,130533,55.41
MAHLOG, EQ, 04-Nov-2022,551.15,553.95,556.95,531.05,541,538,549.67,122410,672.85,7493,36938,30.18
MAHSCOOTER, EQ, 04-Nov-2022,5165.3,5165.3,5224.65,5105.05,5149.05,5144.55,5159.24,4754,245.27,1617,2871,60.39
MAHSEAMLES, EQ, 04-Nov-2022,788.7,788,804.9,787,802,801.75,795.95,176093,1401.62,9339,99974,56.77
MAITHANALL, EQ, 04-Nov-2022,950.65,956.25,966,950.4,962.45,955.75,957.6,33347,319.33,2970,19330,57.97
MAKS, SM, 04-Nov-2022,50.5,52.85,53,52.85,53,53,52.98,36000,19.07,6,30000,83.33
MALLCOM, EQ, 04-Nov-2022,698.6,709.85,729,685.2,694,696.2,699.71,919,6.43,177,489,53.21
MALUPAPER, EQ, 04-Nov-2022,35.8,35.2,36.3,34.9,35.5,35.25,35.29,26761,9.45,267,15108,56.46
MAM150ETF, EQ, 04-Nov-2022,12.01,12.9,12.9,11.98,12,12.03,12.02,29284,3.52,310,18549,63.34
MAMFGETF, EQ, 04-Nov-2022,85.35,85.67,85.85,85.31,85.82,85.81,85.42,5726,4.89,72,4262,74.43
MAN50ETF, EQ, 04-Nov-2022,188.18,188.45,189.49,187.86,189.49,188.91,188.68,4000,7.55,136,2106,52.65
MANAKALUCO, EQ, 04-Nov-2022,21.3,21.6,21.65,21.15,21.45,21.55,21.52,50185,10.8,345,37863,75.45
MANAKCOAT, EQ, 04-Nov-2022,17.5,17.9,17.9,17.15,17.5,17.55,17.45,18892,3.3,239,15376,81.39
MANAKSIA, EQ, 04-Nov-2022,79.75,81.25,84.6,81.25,83.5,83.65,83.38,152356,127.04,1743,87487,57.42
MANAKSTEEL, EQ, 04-Nov-2022,36.9,37.45,39,37,37.55,38.2,38.02,93826,35.67,709,57136,60.9
MANALIPETC, EQ, 04-Nov-2022,84.35,84.6,86.75,84.05,84.35,84.25,84.8,859025,728.43,10495,476423,55.46
MANAPPURAM, EQ, 04-Nov-2022,105.35,105,105.85,103.55,104.2,104.1,104.33,2529545,2638.96,18918,1080491,42.71
MANGALAM, EQ, 04-Nov-2022,136.3,136.1,139.6,136.1,138.5,138.8,138.71,17814,24.71,359,9872,55.42
MANGCHEFER, EQ, 04-Nov-2022,83.9,82.05,87.5,81,84.6,84.65,84.34,1051984,887.24,6630,528490,50.24
MANGLMCEM, EQ, 04-Nov-2022,371.4,367.5,383.2,367.5,380,380.8,379.42,145282,551.23,5848,109901,75.65
MANINDS, EQ, 04-Nov-2022,91.05,91.75,93.75,91.05,93.1,92.85,92.43,50246,46.44,884,31785,63.26
MANINFRA, EQ, 04-Nov-2022,82.45,82.1,85.05,82,82.55,82.7,83.47,261766,218.49,4354,148535,56.74
MANORAMA, EQ, 04-Nov-2022,1182.45,1183.4,1199,1088.95,1164.6,1160.5,1154.43,4789,55.29,873,2484,51.87
MANORG, EQ, 04-Nov-2022,533.75,534.05,543.35,511,527,526.25,527.03,9316,49.1,781,5477,58.79
MANUGRAPH, EQ, 04-Nov-2022,14.85,15.3,15.5,14.95,15.05,15.4,15.24,8077,1.23,63,5388,66.71
MANXT50, EQ, 04-Nov-2022,433.13,434.26,435.51,433.13,434.5,435.07,433.92,1271,5.52,39,963,75.77
MANYAVAR, EQ, 04-Nov-2022,1437.95,1435,1461.2,1421.05,1425,1432.1,1446.62,63142,913.43,9520,38617,61.16
MAPMYINDIA, EQ, 04-Nov-2022,1274.75,1273,1284.1,1253.25,1258.9,1260.9,1262.82,63413,800.79,6853,34574,54.52
MARALOVER, EQ, 04-Nov-2022,63.9,65.2,66,62,63.5,63.9,64.36,58883,37.9,530,27377,46.49
MARATHON, EQ, 04-Nov-2022,197.75,200,202.9,196.2,202,200.8,199.97,21850,43.69,733,16945,77.55
MARICO, EQ, 04-Nov-2022,539.65,538.8,542,532.65,538.55,539.2,538.11,774772,4169.14,23381,293095,37.83
MARINE, EQ, 04-Nov-2022,32.7,32.7,33.2,32.6,32.85,32.75,32.89,107836,35.47,700,72154,66.91
MARKSANS, EQ, 04-Nov-2022,49.45,49.65,51.9,49.55,50.95,50.9,50.97,2329632,1187.53,11579,674862,28.97
MARSHALL, EQ, 04-Nov-2022,28.7,28.7,29.7,28.3,29.4,29.25,29.1,51960,15.12,346,33773,65
MARUTI, EQ, 04-Nov-2022,9239.1,9257.9,9324,9191.05,9231,9229.5,9249.93,465775,43083.88,54337,213869,45.92
MASFIN, EQ, 04-Nov-2022,904.2,906.1,914,854.1,875,887.8,891.11,436638,3890.95,32813,139881,32.04
MASKINVEST, BE, 04-Nov-2022,122,128.1,128.1,128.1,128.1,128.1,128.1,354,0.45,10, -, -
MASPTOP50, EQ, 04-Nov-2022,25.77,25.64,25.9,25.12,25.12,25.17,25.26,1093747,276.26,1794,910966,83.29
MASTEK, EQ, 04-Nov-2022,1661.2,1669.55,1689.9,1656,1685.5,1686.65,1677.88,26298,441.25,3441,13517,51.4
MATRIMONY, EQ, 04-Nov-2022,608.35,613.95,613.95,600,602.8,601.3,604.09,12795,77.29,1079,7822,61.13
MAWANASUG, EQ, 04-Nov-2022,81.35,81.9,82.35,80.6,80.9,81.05,81.17,57269,46.48,1439,30387,53.06
MAXHEALTH, EQ, 04-Nov-2022,462.05,464.7,467.75,459,462,462.85,463.69,3357290,15567.29,41215,2893381,86.18
MAXIND, EQ, 04-Nov-2022,93.6,94.8,94.8,92.85,94.65,94.5,93.95,126894,119.21,2435,86238,67.96
MAXVIL, EQ, 04-Nov-2022,187.2,186.4,194,184.3,189,189.4,189.36,165104,312.65,3504,89587,54.26
MAYURUNIQ, EQ, 04-Nov-2022,481.75,481.1,485.35,475,476,476.9,477.98,22632,108.18,1761,15570,68.8
MAZDA, EQ, 04-Nov-2022,749.75,759,782.45,741.1,754.6,757.9,761.96,8886,67.71,1002,2967,33.39
MAZDOCK, EQ, 04-Nov-2022,754,753.85,793.85,735.85,781,780.8,767.15,11857204,90962.7,176356,737165,6.22
MBAPL, BE, 04-Nov-2022,456.65,464,464,437.5,452.05,455.75,445.1,26349,117.28,750, -, -
MBECL, BE, 04-Nov-2022,3.25,3.2,3.25,3.15,3.2,3.15,3.21,51645,1.66,105, -, -
MBLINFRA, EQ, 04-Nov-2022,19.6,20.1,20.1,19.65,19.8,19.9,19.88,24814,4.93,177,19982,80.53
MC1RG, MF, 04-Nov-2022,16.61,16.61,16.61,16.61,16.61,16.61,16.61,2500,0.42,1,2500,100
MCDOWELL-N, EQ, 04-Nov-2022,893.25,894.9,897.75,881.65,883.85,884.45,887.34,879336,7802.66,39019,528918,60.15
MCL, EQ, 04-Nov-2022,26.5,26.45,26.95,26.2,26.9,26.85,26.81,10184,2.73,89,7854,77.12
MCLEODRUSS, EQ, 04-Nov-2022,28,28,29.25,27.25,29,28.7,28.46,431524,122.81,1591,280619,65.03
MCX, EQ, 04-Nov-2022,1502.8,1503,1513.4,1490.35,1491.85,1498.35,1499.15,121051,1814.73,10652,33073,27.32
MEDICAMEQ, EQ, 04-Nov-2022,925.95,936.75,936.75,906.65,923,921.7,918.89,7700,70.75,1226,4989,64.79
MEDICO, BE, 04-Nov-2022,224.55,224.55,235.75,224,235.75,235.75,234.48,38425,90.1,351, -, -
MEDPLUS, EQ, 04-Nov-2022,590.7,590.7,594.95,585.1,590,590.1,589.71,61020,359.84,8592,46549,76.28
MEGAFLEX, SM, 04-Nov-2022,48,45,47.95,44.25,47.95,47.45,46.41,51000,23.67,17,39000,76.47
MEGASOFT, EQ, 04-Nov-2022,40.85,40.85,41.35,39.15,39.6,39.6,40.09,116994,46.9,947,78591,67.18
MEGASTAR, BE, 04-Nov-2022,291.8,302.1,302.1,281.05,286.35,286.05,290.71,15805,45.95,280, -, -
MELSTAR, BZ, 04-Nov-2022,2.6,2.55,2.6,2.5,2.6,2.6,2.51,3711,0.09,12, -, -
MENONBE, EQ, 04-Nov-2022,101.15,101.15,102.15,100.95,101.05,101.25,101.38,24468,24.81,697,14374,58.75
MEP, BE, 04-Nov-2022,15.05,14.65,15.8,14.65,15.8,15.8,15.63,609271,95.23,600, -, -
MERCATOR, BE, 04-Nov-2022,1.1,1.15,1.15,1.1,1.1,1.15,1.14,323088,3.69,266, -, -
METALFORGE, BZ, 04-Nov-2022,4.35,4.3,4.3,4.15,4.3,4.3,4.25,1781,0.08,18, -, -
METROBRAND, EQ, 04-Nov-2022,833.35,833.8,856,833.8,840,842.95,848.86,158089,1341.95,8177,24793,15.68
METROPOLIS, EQ, 04-Nov-2022,1707.75,1709,1755.7,1705,1743,1748.6,1737.82,122702,2132.33,8450,45185,36.82
MFL, EQ, 04-Nov-2022,1298.75,1306.4,1314.55,1256.4,1267,1269.6,1280.47,114765,1469.54,14323,60560,52.77
MFSL, EQ, 04-Nov-2022,720.2,722,722.45,707.35,712,712.15,710.63,852967,6061.4,13140,681791,79.93
MGEL, EQ, 04-Nov-2022,33.5,34.6,34.6,31.1,32.65,32.45,32.23,149775,48.27,1163,95279,63.61
MGL, EQ, 04-Nov-2022,887.15,887.5,894,882.1,888.1,889.85,889.86,209665,1865.72,9770,67715,32.3
MHHL, SM, 04-Nov-2022,36.1,37.15,37.25,37.15,37.25,37.2,37.2,6000,2.23,2,6000,100
MHLXMIRU, EQ, 04-Nov-2022,226.65,234,243.9,218.4,235.9,239.9,233.18,691235,1611.82,15748,145606,21.06
MHRIL, EQ, 04-Nov-2022,277.15,277.6,279.75,272.3,275.8,276.65,275.78,283083,780.7,8703,145553,51.42
MICEL, BE, 04-Nov-2022,11.4,11.35,11.65,10.85,10.9,11,11.12,119331,13.26,507, -, -
MID150BEES, EQ, 04-Nov-2022,122.08,123.95,129.4,121.82,122.51,124.66,123.64,110913,137.13,1636,77122,69.53
MIDHANI, EQ, 04-Nov-2022,251.55,252.85,259.9,251.55,253.5,253.9,255.12,1455028,3712.09,18069,484332,33.29
MILTON, ST, 04-Nov-2022,18.05,17.2,17.2,17.2,17.2,17.2,17.2,4400,0.76,1,4400,100
MINDACORP, EQ, 04-Nov-2022,193.8,194,202.25,194,201,200.3,200.08,1028344,2057.53,21250,512090,49.8
MINDSPACE, RR, 04-Nov-2022,354.08,356,357.5,347.26,348,347.84,349.45,83939,293.33,10117,70280,83.73
